1.07112,-0.99939,1,-1
0.00199607,-0.998932,1,-1
0.00200401,-0.998535,1,-1
0.00199934,-0.99823,1,-1
0.00201042,-0.998016,1,-727.143
0.00198667,-0.997528,1,2203.75
0.00201243,-0.996612,1,3262.31
0.00198908,-0.995605,1,808.341
0.00200848,-0.994842,1,-1980.62
0.00199145,-0.993988,1,773.631
0.00200302,-0.992859,1,2108.76
0.00200017,-0.991608,1,968.039
0.00200352,-0.990326,1,219.255
0.00195515,-0.989014,1,501.89
0.00200256,-0.98764,1,225.645
0.0019938,-0.986175,1,767.673
0.00200087,-0.984558,1,1153.19
0.00199823,-0.982971,1,-226.738
0.00200403,-0.981353,1,199.27
0.00200145,-0.979614,1,970.161
0.00199732,-0.977813,1,505.294
0.00199914,-0.975952,1,463.242
0.00199989,-0.97409,1,-9.05294
0.00200016,-0.972137,1,713.267
0.00200297,-0.970123,1,452.698
0.00199663,-0.968078,1,286.939
0.00200052,-0.966064,1,-274.584
0.00199989,-0.964019,1,240.963
0.00200126,-0.961975,1,-14.7761
0.00199766,-0.959869,1,505.599
0.00200378,-0.957824,1,-531.752
0.00199546,-0.955718,1,544.679
0.00200344,-0.953582,1,169.104
0.00199705,-0.951446,1,49.834
0.00200246,-0.949218,1,668.081
0.00199775,-0.946929,1,517.669
0.00200556,-0.94461,1,164.501
0.00199678,-0.94229,1,76.0994
0.002001,-0.93994,1,196.935
0.00199594,-0.93756,1,283.517
0.00199467,-0.93518,1,7.88483
0.00201111,-0.932799,1,-156.368
0.0020007,-0.930358,1,571.602
0.00199615,-0.927886,1,280.312
0.00200132,-0.925353,1,424.328
0.00199736,-0.92282,1,35.376
0.00200234,-0.920256,1,185.441
0.00200459,-0.917693,1,-26.6991
0.00199612,-0.915099,1,321.905
0.00199856,-0.912535,1,-269.249
0.0020004,-0.909941,1,216.887
0.00199844,-0.907408,1,-464.291
0.00200197,-0.904875,1,-39.1397
0.00199893,-0.902312,1,265.993
0.00200115,-0.899718,1,212.832
0.00199704,-0.897063,1,518.496
0.00200406,-0.894469,1,-554.552
0.00199604,-0.891783,1,799.475
0.00200929,-0.889097,1,-142.95
0.00199031,-0.886412,1,196.857
0.002004,-0.883757,1,-387.433
0.00199693,-0.881132,1,-170.855
0.00200206,-0.878447,1,421.249
0.00199964,-0.875669,1,740.512
0.00200204,-0.872862,1,208.66
0.00199849,-0.870024,1,274.891
0.00200091,-0.867247,1,-510.257
0.00199764,-0.864439,1,271.622
0.00200229,-0.861692,1,-533.826
0.00200475,-0.858976,1,-269.196
0.00199682,-0.85626,1,80.3249
0.00199591,-0.853544,1,5.45591
0.00200349,-0.850828,1,-85.0194
0.00199856,-0.848081,1,288.263
0.00200039,-0.845335,1,-24.0583
0.00199829,-0.842588,1,18.4663
0.00200351,-0.83978,1,417.189
0.00199714,-0.837003,1,-174.459
0.00200092,-0.834226,1,-45.6033
0.00199851,-0.831479,1,-217.997
0.0020051,-0.828702,1,163.4
0.00199499,-0.825895,1,347.003
0.00199843,-0.822995,1,677.619
0.00201281,-0.820096,1,-166.107
0.00199237,-0.817166,1,470
0.00199537,-0.814298,1,-520.801
0.0020032,-0.81149,1,-570.279
0.00199963,-0.808652,1,274.672
0.0020004,-0.805905,1,-731.692
0.0019981,-0.803128,1,260.643
0.00200145,-0.800381,1,-280.148
0.0020002,-0.797543,1,728.052
0.00199633,-0.794644,1,519.982
0.00200472,-0.791775,1,-338.234
0.00200074,-0.788937,1,-199.219
0.00199837,-0.78616,1,-458.038
0.00200171,-0.783352,1,198.482
0.00199786,-0.780575,1,-201.951
0.00199754,-0.777768,1,239.34
0.00199961,-0.774899,1,452.293
0.0020043,-0.771969,1,420.356
0.00199817,-0.769009,1,306.128
0.00199626,-0.766079,1,-222.728
0.0020023,-0.763241,1,-791.334
0.00200452,-0.760372,1,209.635
0.00199834,-0.757565,1,-414.936
0.00200093,-0.754818,1,-511.841
0.00199846,-0.75201,1,502.41
0.00199643,-0.749233,1,-222.321
0.00200239,-0.746395,1,408.837
0.00200451,-0.743526,1,210.759
0.002,-0.740719,1,-433.122
0.00199283,-0.737881,1,316.658
0.00200425,-0.735073,1,-370.237
0.00200374,-0.732265,1,1.30998
0.00199948,-0.729427,1,282.256
0.00199464,-0.726619,1,-191.074
0.00200054,-0.723751,1,409.553
0.00200556,-0.720882,1,-60.6146
0.00200329,-0.717952,1,498.771
0.00198986,-0.715084,1,-332.916
0.00200068,-0.712245,1,-366.304
0.00200608,-0.709438,1,-302.393
0.00199543,-0.706661,1,-127.537
0.00199795,-0.703914,1,-272.088
0.00200095,-0.701167,1,-36.6412
0.00200609,-0.69839,1,178.751
0.00199676,-0.695613,1,97.4303
0.00200396,-0.692805,1,156.101
0.00199627,-0.690028,1,-160.012
0.00200423,-0.687221,1,147.715
0.00199685,-0.684413,1,77.1007
0.00200596,-0.681666,1,-580.856
